Stagione,Id,Ruolo,Giocatori,Squadra,Presenze,Media Voto,Fanta Media,Goal Fatti,Goal Subiti,Rigori Parati,Rigori Calciati,Rigori Segnati,Rigori Sbagliati,Assist,Ammonizioni ,Espulsioni,Autogoal
2022-2023,2252,Difensore,Marchizza,Sassuolo,5,6,"5,9",0,0,0,0,0,0,0,1,0,0
2022-2023,2279,Difensore,Romagna,Sassuolo,1,5,5,0,0,0,0,0,0,0,0,0,0
2022-2023,2446,Difensore,Donati,Monza,8,"5,81","5,94",1,0,0,0,0,0,0,2,1,0
2022-2023,2668,Difensore,Retsos,Verona,2,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,2746,Difensore,Dijks,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4401,Difensore,Gabbia,Milan,9,"5,5","5,39",0,0,0,0,0,0,0,2,0,0
2022-2023,4960,Difensore,Tuia,Lecce,7,"6,07",6,0,0,0,0,0,0,0,1,0,0
2022-2023,4983,Difensore,Ferrer,Spezia,3,"5,67","5,67",0,0,0,0,0,0,0,0,0,0
2022-2023,5313,Difensore,Dest,Milan,7,"5,57","5,57",0,0,0,0,0,0,0,0,0,0
2022-2023,5354,Difensore,Ruggeri,Atalanta,10,"5,9","5,85",0,0,0,0,0,0,1,3,0,0
2022-2023,5399,Difensore,Antov,Monza,6,"5,5","5,33",0,0,0,0,0,0,0,2,0,0
2022-2023,5603,Difensore,Pongracic,Lecce,9,"6,17","6,06",0,0,0,0,0,0,0,2,0,0
2022-2023,5686,Difensore,Soppy,Atalanta,12,"5,67","5,79",0,0,0,0,0,0,3,3,0,0
2022-2023,5747,Difensore,Ruan,Sassuolo,21,"5,48","5,05",0,0,0,0,0,0,0,9,3,1
2022-2023,5750,Difensore,Ostigard,Napoli,6,"6,08",6,0,0,0,0,0,0,0,1,0,0
2022-2023,5833,Difensore,Gila,Lazio,3,"5,83","5,83",0,0,0,0,0,0,0,0,0,0
2022-2023,5846,Difensore,Bayeye,Torino,1,5,5,0,0,0,0,0,0,0,0,0,0
2022-2023,6013,Difensore,Barbieri,Juventus,2,"5,25","5,25",0,0,0,0,0,0,0,0,0,0
2022-2023,6028,Difensore,Bronn,Salernitana,21,"5,5","5,36",0,0,0,0,0,0,0,4,1,0
2022-2023,6064,Difensore,Hendry,Cremonese,3,"5,67","5,5",0,0,0,0,0,0,0,1,0,0
2022-2023,11,Difensore,Conti,Sampdoria,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,50,Difensore,Mbaye,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,76,Difensore,Romagnoli S.,Lecce,4,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,84,Difensore,Marrone,Monza,2,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,329,Difensore,Radu,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,360,Difensore,Paletta,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,454,Difensore,Capradossi,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,464,Difensore,Florenzi,Milan,4,"5,88","5,75",0,0,0,0,0,0,0,1,0,0
2022-2023,630,Difensore,Sala,Spezia,3,"5,83","5,83",0,0,0,0,0,0,0,1,0,0
2022-2023,633,Difensore,Fares,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,1847,Difensore,Caldara,Spezia,16,"5,53","5,22",0,0,0,0,0,0,0,6,0,1
2022-2023,2064,Difensore,Veseli,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2208,Difensore,Jaroszynski,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2453,Difensore,Nastasic,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2737,Difensore,Bettella,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4438,Difensore,Cassandro,Lecce,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,4495,Difensore,Kumbulla,Roma,6,"5,67","5,42",0,0,0,0,0,0,0,1,1,0
2022-2023,4519,Difensore,Cetin,Lecce,1,5,5,0,0,0,0,0,0,0,0,0,0
2022-2023,4521,Difensore,Muldur,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4870,Difensore,Adopo,Torino,4,"6,12",6,0,0,0,0,0,0,0,1,0,0
2022-2023,4925,Difensore,Carboni,Monza,3,"5,17","5,17",0,0,0,0,0,0,0,0,0,0
2022-2023,4945,Difensore,Calafiori,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4985,Difensore,Vignali,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5424,Difensore,Amey,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5456,Difensore,Ferrarini,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5461,Difensore,Kamenovic,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5503,Difensore,Kechrida,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5509,Difensore,Vina,Roma,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,5691,Difensore,Zima,Torino,8,"5,88","5,88",0,0,0,0,0,0,0,0,0,0
2022-2023,5739,Difensore,De Winter,Empoli,13,"5,73","5,62",0,0,0,0,0,0,0,3,0,0
2022-2023,5740,Difensore,Zanotti,Inter,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,5762,Difensore,Motoc,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5820,Difensore,Bertola,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5849,Difensore,Buta,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5859,Difensore,Ndiaye,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5861,Difensore,Fiordaliso,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5994,Difensore,Ebosse,Udinese,15,"5,7","5,6",0,0,0,0,0,0,0,3,0,0
2022-2023,6043,Difensore,Sosa,Bologna,9,"5,33","5,22",0,0,0,0,0,0,0,2,0,0
2022-2023,6056,Difensore,Guarino,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6118,Difensore,Moutinho J.,Spezia,2,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6139,Difensore,Zeefuik,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6149,Difensore,Carboni F.,Monza,2,"6,25","6,25",0,0,0,0,0,0,0,0,0,0
2022-2023,5839,Centrocampista,Kvaratskhelia,Napoli,34,"6,59","7,93",12,0,0,2,2,0,10,1,0,0
2022-2023,632,Centrocampista,Zaccagni,Lazio,35,"6,46","7,36",10,0,0,1,1,0,6,9,0,0
2022-2023,645,Centrocampista,Milinkovic-Savic,Lazio,36,"6,18","7,01",9,0,0,0,0,0,8,10,0,0
2022-2023,335,Centrocampista,Felipe Anderson,Lazio,38,"6,14","6,89",9,0,0,0,0,0,3,3,0,0
2022-2023,795,Centrocampista,El Shaarawy,Roma,27,"6,26","7,02",7,0,0,0,0,0,1,3,0,0
2022-2023,2379,Centrocampista,Rabiot,Juventus,32,"6,22","6,95",8,0,0,0,0,0,4,9,0,0
2022-2023,2085,Centrocampista,Luis Alberto,Lazio,34,"6,26","6,85",6,0,0,2,1,1,7,4,0,0
2022-2023,2167,Centrocampista,Orsolini,Bologna,32,"6,11","7,05",11,0,0,3,3,0,2,6,2,0
2022-2023,4486,Centrocampista,Strefezza,Lecce,34,"6,12","6,78",8,0,0,3,2,1,4,5,0,0
2022-2023,5685,Centrocampista,Koopmeiners,Atalanta,33,"6,29","7,06",10,0,0,4,2,2,5,7,0,0
2022-2023,1870,Centrocampista,Barella,Inter,35,"6,23","6,83",6,0,0,0,0,0,6,6,0,0
2022-2023,5687,Centrocampista,Vlasic,Torino,34,"6,16","6,76",5,0,0,0,0,0,6,1,0,0
2022-2023,152,Centrocampista,Zielinski,Napoli,37,"6,18","6,59",3,0,0,0,0,0,8,3,0,0
2022-2023,302,Centrocampista,Pereyra,Udinese,34,"6,13","6,56",5,0,0,1,0,1,6,7,0,0
2022-2023,332,Centrocampista,Candreva,Salernitana,35,"6,07","6,74",7,0,0,0,0,0,4,1,1,0
2022-2023,2848,Centrocampista,Frattesi,Sassuolo,36,"6,19","6,72",7,0,0,0,0,0,0,4,0,0
2022-2023,4825,Centrocampista,Diaz B.,Milan,33,"6,11","6,76",6,0,0,0,0,0,5,3,0,0
2022-2023,5001,Centrocampista,Miranchuk,Torino,28,"6,14","6,75",4,0,0,0,0,0,5,0,0,0
2022-2023,5858,Centrocampista,Ferguson,Bologna,31,"6,26","6,87",7,0,0,0,0,0,0,4,0,0
2022-2023,5880,Centrocampista,Ciurria,Monza,35,"6,21","6,84",6,0,0,0,0,0,6,4,0,0
2022-2023,236,Centrocampista,Lazovic,Verona,30,"6,22","6,78",4,0,0,0,0,0,5,0,0,0
2022-2023,2194,Centrocampista,Calhanoglu,Inter,33,"6,26","6,64",3,0,0,1,1,0,5,3,0,0
2022-2023,4479,Centrocampista,Elmas,Napoli,34,"6,12","6,66",6,0,0,1,1,0,3,5,0,0
2022-2023,5850,Centrocampista,Lovric,Udinese,37,"6,09","6,61",5,0,0,0,0,0,6,4,0,0
2022-2023,2775,Centrocampista,Ruiz,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4220,Centrocampista,Zambo Anguissa,Napoli,36,"6,11","6,46",3,0,0,0,0,0,5,3,0,0
2022-2023,5119,Centrocampista,Samardzic,Udinese,33,"6,11","6,64",5,0,0,0,0,0,3,1,0,0
2022-2023,5823,Centrocampista,Baldanzi,Empoli,26,"6,15","6,58",4,0,0,0,0,0,0,2,0,0
2022-2023,367,Centrocampista,Bonaventura,Fiorentina,28,"6,2","6,66",5,0,0,0,0,0,1,4,1,0
2022-2023,2741,Centrocampista,Pessina,Monza,35,"6,14","6,57",5,0,0,3,3,0,3,6,0,0
2022-2023,4449,Centrocampista,Tonali,Milan,33,"6,2","6,48",2,0,0,0,0,0,7,7,0,0
2022-2023,4711,Centrocampista,Kostic,Juventus,36,"5,97","6,46",3,0,0,0,0,0,10,3,0,0
2022-2023,265,Centrocampista,Brozovic,Inter,26,"6,1","6,46",3,0,0,0,0,0,5,9,0,0
2022-2023,376,Centrocampista,Verdi,Verona,23,"6,02","6,63",5,0,0,1,1,0,0,3,0,0
2022-2023,2002,Centrocampista,Chiesa,Juventus,21,"6,07","6,55",2,0,0,0,0,0,5,2,0,0
2022-2023,4287,Centrocampista,Lobotka,Napoli,38,"6,3","6,38",1,0,0,0,0,0,1,2,0,0
2022-2023,4465,Centrocampista,Fagioli,Juventus,23,"6,07","6,52",3,0,0,0,0,0,3,3,0,0
2022-2023,4427,Centrocampista,Malinovskyi,Atalanta,12,"6,08","6,46",1,0,0,0,0,0,2,2,0,0
2022-2023,4970,Centrocampista,Messias,Milan,25,"5,88","6,5",5,0,0,0,0,0,2,3,0,0
2022-2023,5878,Centrocampista,Colpani,Monza,24,"6,17","6,69",4,0,0,0,0,0,1,1,0,0
2022-2023,530,Centrocampista,Pellegrini Lo.,Roma,32,"6,08","6,44",4,0,0,3,2,1,5,5,0,0
2022-2023,536,Centrocampista,Politano,Napoli,24,"6,12","6,44",3,0,0,3,2,1,2,1,0,0
2022-2023,2077,Centrocampista,Pasalic,Atalanta,32,"5,8","6,25",5,0,0,0,0,0,1,3,0,0
2022-2023,2528,Centrocampista,Matic,Roma,34,"6,12","6,28",2,0,0,0,0,0,2,5,0,0
2022-2023,2529,Centrocampista,Mkhitaryan,Inter,31,"6,05","6,34",3,0,0,0,0,0,2,4,0,0
2022-2023,2638,Centrocampista,Wijnaldum,Roma,10,"6,05","6,65",2,0,0,0,0,0,0,0,0,0
2022-2023,2818,Centrocampista,Bennacer,Milan,28,"6,12","6,36",2,0,0,0,0,0,3,5,0,0
2022-2023,4658,Centrocampista,Ikone',Fiorentina,30,"5,98","6,38",4,0,0,0,0,0,2,4,0,0
2022-2023,4869,Centrocampista,Dominguez,Bologna,31,"6,27","6,47",3,0,0,0,0,0,2,10,0,0
2022-2023,4978,Centrocampista,Damsgaard,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5063,Centrocampista,Radonjic,Torino,26,"6,04","6,38",2,0,0,0,0,0,3,1,0,0
2022-2023,6054,Centrocampista,Moro N.,Bologna,25,"6,04","6,3",1,0,0,0,0,0,4,1,0,0
2022-2023,22,Centrocampista,De Roon,Atalanta,34,"6,03","6,19",3,0,0,0,0,0,0,7,0,0
2022-2023,150,Centrocampista,Saponara,Fiorentina,26,"6,04","6,54",4,0,0,0,0,0,3,4,0,0
2022-2023,303,Centrocampista,Pogba,Juventus,5,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,2009,Centrocampista,Lukic,Torino,15,6,"6,27",2,0,0,1,1,0,0,4,0,0
2022-2023,5007,Centrocampista,Ilic,Torino,25,"6,1","6,38",2,0,0,0,0,0,3,4,0,0
2022-2023,5453,Centrocampista,Ricci S.,Torino,28,"6,23","6,38",2,0,0,0,0,0,1,6,0,0
2022-2023,5504,Centrocampista,Coulibaly L.,Salernitana,35,6,"6,17",3,0,0,0,0,0,3,12,0,0
2022-2023,5511,Centrocampista,Matheus Henrique,Sassuolo,30,"5,9","6,27",4,0,0,0,0,0,1,4,0,0
2022-2023,1933,Centrocampista,Mandragora,Fiorentina,28,"6,02","6,23",2,0,0,0,0,0,4,8,0,0
2022-2023,1978,Centrocampista,Sensi,Monza,28,"6,16","6,38",3,0,0,0,0,0,1,8,0,0
2022-2023,2172,Centrocampista,Barak,Fiorentina,28,"5,77","5,91",2,0,0,0,0,0,0,4,0,0
2022-2023,2215,Centrocampista,Veretout,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6061,Centrocampista,Oudin,Lecce,26,"5,88","6,19",3,0,0,0,0,0,0,3,0,0
2022-2023,827,Centrocampista,Locatelli,Juventus,31,"6,03","5,97",0,0,0,0,0,0,2,8,0,0
2022-2023,2117,Centrocampista,Kastanos,Salernitana,22,"6,02","6,2",2,0,0,0,0,0,0,4,0,0
2022-2023,2432,Centrocampista,Zakaria,Juventus,2,"5,75","5,75",0,0,0,0,0,0,0,0,0,0
2022-2023,4377,Centrocampista,Castrovilli,Fiorentina,12,"6,04","6,5",2,0,0,0,0,0,1,3,0,0
2022-2023,4459,Centrocampista,Rovella,Monza,26,"6,13","6,19",1,0,0,0,0,0,2,6,1,0
2022-2023,4892,Centrocampista,Saelemaekers,Milan,29,"5,88","6,14",2,0,0,0,0,0,2,1,0,0
2022-2023,4965,Centrocampista,Marin,Empoli,32,6,"6,22",2,0,0,0,0,0,4,7,0,0
2022-2023,5422,Centrocampista,Zalewski,Roma,32,"5,83",6,2,0,0,0,0,0,1,3,0,0
2022-2023,5451,Centrocampista,Bajrami,Sassuolo,36,"5,81","5,99",2,0,0,0,0,0,1,1,0,0
2022-2023,5792,Centrocampista,Ederson D.s.,Atalanta,34,"5,76","5,82",1,0,0,0,0,0,1,4,0,0
2022-2023,5870,Centrocampista,Hjulmand,Lecce,35,"6,16","6,1",0,0,0,0,0,0,3,9,1,0
2022-2023,5995,Centrocampista,De Ketelaere,Milan,28,"5,77","5,77",0,0,0,0,0,0,1,2,0,0
2022-2023,6025,Centrocampista,Vilhena,Salernitana,32,"5,69","6,02",4,0,0,0,0,0,1,5,0,0
2022-2023,6112,Centrocampista,Iling-Junior,Juventus,8,"6,12","6,56",1,0,0,0,0,0,1,1,0,0
2022-2023,181,Centrocampista,Vecino,Lazio,31,"5,95","6,05",2,0,0,0,0,0,0,6,0,0
2022-2023,788,Centrocampista,Freuler,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2766,Centrocampista,Zaniolo,Roma,13,"5,77","5,85",1,0,0,0,0,0,0,4,0,0
2022-2023,2825,Centrocampista,Bourabia,Spezia,37,"5,86","5,96",1,0,0,0,0,0,2,3,0,0
2022-2023,2857,Centrocampista,Traore' Hj.,Sassuolo,11,"5,73","5,95",0,0,0,0,0,0,3,1,0,0
2022-2023,4896,Centrocampista,Maldini,Spezia,16,"5,97","6,31",2,0,0,0,0,0,0,1,0,0
2022-2023,5423,Centrocampista,Bove,Roma,17,"5,91","6,03",1,0,0,0,0,0,0,2,0,0
2022-2023,5844,Centrocampista,Thorstvedt,Sassuolo,26,"5,96","6,15",2,0,0,0,0,0,1,5,0,0
2022-2023,779,Centrocampista,Cristante,Roma,36,6,"5,9",1,0,0,1,0,1,1,7,1,0
2022-2023,2253,Centrocampista,Bandinelli,Empoli,35,"5,86","5,89",2,0,0,0,0,0,0,10,0,0
2022-2023,2392,Centrocampista,Walace,Udinese,37,"5,97","5,92",0,0,0,0,0,0,1,6,0,0
2022-2023,2625,Centrocampista,Soriano,Bologna,23,"5,98","6,22",1,0,0,0,0,0,3,1,0,0
2022-2023,4393,Centrocampista,Schouten,Bologna,31,"6,02","5,97",0,0,0,0,0,0,2,3,0,1
2022-2023,4515,Centrocampista,Agudelo,Spezia,33,"5,85","5,8",0,0,0,0,0,0,1,5,0,0
2022-2023,5286,Centrocampista,Akpa Akpro,Empoli,23,"5,89","5,85",1,0,0,0,0,0,1,6,2,0
2022-2023,5329,Centrocampista,Makengo,Udinese,15,6,6,0,0,0,0,0,0,1,2,0,0
2022-2023,5688,Centrocampista,Harroui,Sassuolo,17,"5,97","6,26",2,0,0,0,0,0,0,2,0,0
2022-2023,5869,Centrocampista,Blin,Lecce,34,"5,88","5,85",1,0,0,0,0,0,0,8,0,0
2022-2023,333,Centrocampista,Cataldi,Lazio,28,"5,96","5,91",0,0,0,0,0,0,1,5,0,0
2022-2023,526,Centrocampista,Duncan,Fiorentina,19,"5,79","5,87",1,0,0,0,0,0,0,3,0,0
2022-2023,697,Centrocampista,Cuadrado,Juventus,30,"5,9","5,97",1,0,0,0,0,0,3,6,1,0
2022-2023,2008,Centrocampista,Linetty,Torino,29,"5,84","5,83",1,0,0,0,0,0,0,8,0,0
2022-2023,2144,Centrocampista,Coulibaly M.,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2778,Centrocampista,Stulac,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2839,Centrocampista,Sottil,Fiorentina,16,"5,88","5,97",0,0,0,0,0,0,2,1,0,0
2022-2023,4178,Centrocampista,Ascacibar,Cremonese,13,6,"5,96",0,0,0,0,0,0,0,1,0,0
2022-2023,4973,Centrocampista,Mckennie,Juventus,15,"5,67","5,93",1,0,0,0,0,0,1,0,0,0
2022-2023,4992,Centrocampista,Gyasi,Spezia,35,"5,69","5,71",2,0,0,0,0,0,0,10,0,0
2022-2023,5287,Centrocampista,Arslan,Udinese,30,"5,92","5,97",1,0,0,0,0,0,0,3,0,0
2022-2023,5705,Centrocampista,Galdames,Cremonese,13,"5,65","5,92",1,0,0,0,0,0,1,2,0,0
2022-2023,5813,Centrocampista,Miretti,Juventus,25,"5,9","5,96",0,0,0,0,0,0,2,2,0,0
2022-2023,5863,Centrocampista,Castagnetti,Cremonese,23,"5,89","5,89",0,0,0,0,0,0,1,2,0,0
2022-2023,5999,Centrocampista,Gonzalez J.,Lecce,34,"5,93","5,87",1,0,0,0,0,0,1,8,0,1
2022-2023,27,Centrocampista,Grassi,Empoli,20,"5,98","5,9",0,0,0,0,0,0,0,3,0,0
2022-2023,148,Centrocampista,Krunic,Milan,22,"5,93","5,8",0,0,0,0,0,0,1,8,0,0
2022-2023,2161,Centrocampista,Haas,Empoli,24,"5,83","5,92",1,0,0,0,0,0,0,2,0,0
2022-2023,2334,Centrocampista,Leris,Sampdoria,32,"5,64","5,56",1,0,0,0,0,0,1,13,0,0
2022-2023,2391,Centrocampista,Ekdal,Spezia,30,"5,78","5,68",0,0,0,0,0,0,0,4,1,0
2022-2023,2789,Centrocampista,Meite',Cremonese,31,"5,84","5,79",0,0,0,0,0,0,1,5,0,0
2022-2023,4342,Centrocampista,Duda,Verona,15,"5,8","5,67",0,0,0,0,0,0,0,4,0,0
2022-2023,4364,Centrocampista,Gaetano,Napoli,4,"6,12","6,88",1,0,0,0,0,0,0,0,0,0
2022-2023,4408,Centrocampista,Esposito Sa.,Spezia,14,"5,79","5,86",1,0,0,0,0,0,0,3,1,0
2022-2023,4681,Centrocampista,Lopez M.,Sassuolo,30,"5,95","5,77",0,0,0,0,0,0,0,11,0,0
2022-2023,4890,Centrocampista,Tameze,Verona,37,"5,84","5,8",0,0,0,0,0,0,0,3,0,0
2022-2023,5298,Centrocampista,Pobega,Milan,14,"5,93","6,21",2,0,0,0,0,0,0,4,0,0
2022-2023,5784,Centrocampista,Aebischer,Bologna,25,"5,84","5,88",1,0,0,0,0,0,0,4,0,0
2022-2023,5798,Centrocampista,Bohinen,Salernitana,19,"5,79","5,79",0,0,0,0,0,0,0,0,0,0
2022-2023,5812,Centrocampista,Terracciano F.,Verona,14,"6,04","6,04",0,0,0,0,0,0,1,2,0,0
2022-2023,5834,Centrocampista,Marcos Antonio,Lazio,13,"5,92","6,15",1,0,0,0,0,0,1,2,0,0
2022-2023,5884,Centrocampista,Ranocchia F.,Monza,12,"6,17","6,42",1,0,0,0,0,0,0,1,0,0
2022-2023,6033,Centrocampista,Normann,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,468,Centrocampista,Paredes,Juventus,21,"5,76","5,74",1,0,0,0,0,0,0,6,1,0
2022-2023,557,Centrocampista,Benassi,Cremonese,17,"5,65","5,62",0,0,0,0,0,0,0,1,0,0
2022-2023,666,Centrocampista,Machin,Monza,21,"5,86","5,86",0,0,0,0,0,0,2,4,0,0
2022-2023,2154,Centrocampista,Vignato,Empoli,10,"5,95","6,3",1,0,0,0,0,0,1,1,0,0
2022-2023,4260,Centrocampista,Winks,Sampdoria,20,"5,82","5,78",0,0,0,0,0,0,0,2,0,0
2022-2023,4522,Centrocampista,Amrabat,Fiorentina,28,6,"5,84",0,0,0,0,0,0,1,11,0,0
2022-2023,5457,Centrocampista,Maleh,Lecce,21,"5,67","5,62",0,0,0,0,0,0,1,5,0,0
2022-2023,5674,Centrocampista,Basic,Lazio,16,"5,97","6,12",1,0,0,0,0,0,0,2,0,0
2022-2023,5735,Centrocampista,Volpato,Roma,6,"6,08","6,75",1,0,0,0,0,0,1,0,0,0
2022-2023,5879,Centrocampista,Vignato S.,Monza,2,"6,25","6,75",0,0,0,0,0,0,1,0,0,0
2022-2023,6010,Centrocampista,Fazzini,Empoli,15,"5,93","5,83",0,0,0,0,0,0,0,4,0,0
2022-2023,238,Centrocampista,Rincon,Sampdoria,34,"5,62","5,54",0,0,0,0,0,0,2,7,1,0
2022-2023,600,Centrocampista,Verre,Sampdoria,15,"5,6","5,47",0,0,0,0,0,0,0,5,0,0
2022-2023,1995,Centrocampista,Djuricic,Sampdoria,32,"5,53","5,67",3,0,0,0,0,0,0,9,0,0
2022-2023,4143,Centrocampista,Ndombele',Napoli,21,"5,93","5,98",1,0,0,0,0,0,0,5,0,0
2022-2023,4285,Centrocampista,Arthur,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4349,Centrocampista,Nicolussi Caviglia,Salernitana,11,"5,59","5,77",1,0,0,0,0,0,0,2,0,0
2022-2023,4475,Centrocampista,Majer,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4498,Centrocampista,Henderson L.,Empoli,24,"5,92","5,77",0,0,0,0,0,0,1,9,0,0
2022-2023,4701,Centrocampista,Cuisance,Sampdoria,11,"5,55","5,5",0,0,0,0,0,0,0,1,0,0
2022-2023,4884,Centrocampista,Carles Perez,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4885,Centrocampista,Villar,Sampdoria,14,"5,57","5,5",0,0,0,0,0,0,0,2,0,0
2022-2023,5776,Centrocampista,Ceide,Sassuolo,13,"5,73","5,81",0,0,0,0,0,0,1,0,0,0
2022-2023,5857,Centrocampista,Pickel,Cremonese,33,"5,7","5,64",1,0,0,0,0,0,0,8,1,0
2022-2023,5886,Centrocampista,Bistrovic,Lecce,10,"5,8","5,8",0,0,0,0,0,0,0,0,0,0
2022-2023,6117,Centrocampista,Tahirovic,Roma,7,"5,79","5,71",0,0,0,0,0,0,0,1,0,0
2022-2023,1976,Centrocampista,Mazzitelli,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2011,Centrocampista,Miguel Veloso,Verona,21,"5,79","5,55",0,0,0,0,0,0,0,6,0,1
2022-2023,4376,Centrocampista,Zurkowski,Spezia,10,"5,45","5,5",0,0,0,0,0,0,1,1,0,0
2022-2023,4501,Centrocampista,Obiang,Sassuolo,14,"5,86","5,79",0,0,0,0,0,0,0,2,0,0
2022-2023,4921,Centrocampista,Askildsen,Lecce,15,"5,73","5,63",0,0,0,0,0,0,0,3,0,0
2022-2023,4975,Centrocampista,Escalante,Cremonese,9,"5,56","5,44",0,0,0,0,0,0,0,0,1,0
2022-2023,5397,Centrocampista,Kovalenko,Spezia,14,"5,89","5,86",0,0,0,0,0,0,0,1,0,0
2022-2023,5486,Centrocampista,Crnigoj,Salernitana,6,6,"5,92",0,0,0,0,0,0,0,1,0,0
2022-2023,5772,Centrocampista,Pyyhtia,Bologna,4,"6,12","6,38",0,0,0,0,0,0,1,0,0,0
2022-2023,6024,Centrocampista,Sulemana I.,Verona,13,"5,85","5,69",0,0,0,0,0,0,0,4,0,0
2022-2023,6058,Centrocampista,Camara Ma.,Roma,10,"5,85","5,7",0,0,0,0,0,0,0,3,0,0
2022-2023,6162,Centrocampista,Abildgaard,Verona,9,"5,61","5,5",0,0,0,0,0,0,0,2,0,0
2022-2023,434,Centrocampista,Jajalo,Udinese,2,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,801,Centrocampista,Gagliardini,Inter,14,"5,68","5,54",0,0,0,0,0,0,0,3,1,0
2022-2023,2274,Centrocampista,Valoti,Monza,8,"5,56","5,56",0,0,0,0,0,0,0,1,0,0
2022-2023,2639,Centrocampista,Bakayoko,Milan,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,4988,Centrocampista,Maggiore,Salernitana,15,"5,6","5,53",0,0,0,0,0,0,0,2,0,0
2022-2023,5719,Centrocampista,Asllani,Inter,15,"5,8","5,73",0,0,0,0,0,0,0,2,0,0
2022-2023,5788,Centrocampista,Sabiri,Sampdoria,18,"5,69","5,72",2,0,0,2,1,1,0,5,0,0
2022-2023,5998,Centrocampista,Zerbin,Napoli,5,"5,6","5,5",0,0,0,0,0,0,0,1,0,0
2022-2023,6005,Centrocampista,Ilkhan,Sampdoria,5,"5,8","5,7",0,0,0,0,0,0,0,1,0,0
2022-2023,6131,Centrocampista,Paoletti,Sampdoria,8,"5,81","5,75",0,0,0,0,0,0,0,1,0,0
2022-2023,6142,Centrocampista,Cipot,Spezia,6,"5,92","5,92",0,0,0,0,0,0,0,0,0,0
2022-2023,6157,Centrocampista,Malagrida,Sampdoria,3,6,"5,83",0,0,0,0,0,0,0,2,0,0
2022-2023,21,Centrocampista,D'alessandro,Monza,6,"5,92","5,75",0,0,0,0,0,0,0,2,0,0
2022-2023,58,Centrocampista,Diawara,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,173,Centrocampista,Capezzi,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,694,Centrocampista,Baez,Cremonese,2,6,6,0,0,0,0,0,0,0,0,0,0
